pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,Length.mat,10.TM4Aligned.sortedByCoord.out.mat,11.TM5Aligned.sortedByCoord.out.mat,12.TM6Aligned.sortedByCoord.out.mat,1.TF1Aligned.sortedByCoord.out.mat,2.TF2Aligned.sortedByCoord.out.mat,3.TF3Aligned.sortedByCoord.out.mat,4.TF4Aligned.sortedByCoord.out.mat,5.TF5Aligned.sortedByCoord.out.mat,6.TF6Aligned.sortedByCoord.out.mat,7.TM1Aligned.sortedByCoord.out.mat,8.TM2Aligned.sortedByCoord.out.mat,9.TM3Aligned.sortedByCoord.out.mat,Length.pat,10.TM4Aligned.sortedByCoord.out.pat,11.TM5Aligned.sortedByCoord.out.pat,12.TM6Aligned.sortedByCoord.out.pat,1.TF1Aligned.sortedByCoord.out.pat,2.TF2Aligned.sortedByCoord.out.pat,3.TF3Aligned.sortedByCoord.out.pat,4.TF4Aligned.sortedByCoord.out.pat,5.TF5Aligned.sortedByCoord.out.pat,6.TF6Aligned.sortedByCoord.out.pat,7.TM1Aligned.sortedByCoord.out.pat,8.TM2Aligned.sortedByCoord.out.pat,9.TM3Aligned.sortedByCoord.out.pat
TX_maternal_00019523_TX_paternal_00023041,TX_maternal_00019523,TX_paternal_00023041,X,Y,186972912,355635725,186977639,355640767,1263,84,88,157,225,274,262,271,228,320,96,114,80,1206,244,249,237,130,88,87,63,139,103,172,330,404
TX_maternal_00019524_TX_paternal_00021352,TX_maternal_00019524,TX_paternal_00021352,X,Y,187015815,111077033,187023000,111084220,4960,56,49,112,124,118,82,57,57,238,45,144,115,4960,144,193,437,103,91,79,51,36,158,123,507,338
TX_maternal_00019525_TX_paternal_00021351,TX_maternal_00019525,TX_paternal_00021351,X,Y,187121848,110988744,187125430,110992319,465,24,13,28,22,18,17,11,27,54,35,26,12,594,54,69,62,9,25,37,20,6,31,75,106,54
TX_maternal_00019526_TX_paternal_00021350,TX_maternal_00019526,TX_paternal_00021350,X,Y,187212792,110890851,187218173,110896219,3562,3,8,4,20,31,13,6,7,22,34,18,12,3566,30,39,43,29,32,18,35,20,57,81,65,43
TX_maternal_00019527_TX_paternal_00021349,TX_maternal_00019527,TX_paternal_00021349,X,Y,187302516,110828196,187317161,110836093,3939,6,2,110,10,2,23,3,6,5,2,2,36,3939,96,100,359,34,22,38,14,39,192,13,155,306
TX_maternal_00019528_TX_paternal_00021348,TX_maternal_00019528,TX_paternal_00021348,X,Y,187335000,110808834,187338058,110818603,2567,0,0,0,0,2,0,0,0,0,0,0,0,2358,0,4,0,0,3,0,2,1,0,0,2,0
TX_maternal_00019530_TX_paternal_00021347,TX_maternal_00019530,TX_paternal_00021347,X,Y,187365222,110792068,187365996,110792963,774,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019531_TX_paternal_00021346,TX_maternal_00019531,TX_paternal_00021346,X,Y,187366661,110788019,187369618,110790978,2154,12,5,21,27,6,20,11,7,31,10,15,8,2154,40,44,63,13,7,21,25,15,39,41,55,37
TX_maternal_00019534_TX_paternal_00021342,TX_maternal_00019534,TX_paternal_00021342,X,Y,187574698,110568547,187578222,110591290,1551,23,26,31,53,74,53,53,42,44,44,42,24,1489,19,24,22,1,2,1,2,0,1,36,44,43
TX_maternal_00019535_TX_paternal_00021337,TX_maternal_00019535,TX_paternal_00021337,X,Y,187728870,110333956,187731618,110336721,2301,2,0,2,0,3,0,1,2,1,20,12,1,2301,9,5,3,7,16,1,2,3,11,23,27,7
TX_maternal_00019536_TX_paternal_00021336,TX_maternal_00019536,TX_paternal_00021336,X,Y,187732012,110327597,187736137,110333562,2730,3,0,4,8,13,2,0,10,12,2,34,5,2694,15,10,7,15,28,4,7,15,26,24,43,17
TX_maternal_00019537_TX_paternal_00021334,TX_maternal_00019537,TX_paternal_00021334,X,Y,187890268,110159939,187894124,110171904,1359,18,20,19,41,74,70,147,94,52,65,40,56,1467,58,67,51,18,9,13,185,30,13,57,121,32
TX_maternal_00019539_TX_paternal_00021332,TX_maternal_00019539,TX_paternal_00021332,X,Y,188356674,109724098,188359101,109726578,991,5,15,0,19,32,20,25,9,42,13,39,5,900,30,22,55,5,12,9,12,19,9,44,19,46
TX_maternal_00019540_TX_paternal_00021331,TX_maternal_00019540,TX_paternal_00021331,X,Y,188447052,109585479,188451497,109589951,2689,83,47,188,164,172,237,123,70,172,105,301,123,2842,99,240,215,72,50,67,60,27,50,393,258,261
TX_maternal_00019541_TX_paternal_00021330,TX_maternal_00019541,TX_paternal_00021330,X,Y,188453094,109583458,188453675,109584039,576,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019543_TX_paternal_00021328,TX_maternal_00019543,TX_paternal_00021328,X,Y,188746360,109337158,188752749,109343705,3300,15,42,59,54,135,20,354,22,71,75,87,30,3441,49,45,89,4,29,0,2,3,0,93,81,19
TX_maternal_00019545_TX_paternal_00021327,TX_maternal_00019545,TX_paternal_00021327,X,Y,188752842,109335466,188754584,109337209,1070,8,0,10,5,10,6,10,6,28,5,9,0,1070,3,16,3,14,0,18,6,0,0,5,8,10
TX_maternal_00019546_TX_paternal_00021326,TX_maternal_00019546,TX_paternal_00021326,X,Y,188779324,109305500,188780789,109307824,851,61,161,214,550,646,883,433,720,407,402,195,82,996,948,1257,360,155,109,32,89,156,337,1273,639,1049
TX_maternal_00019547_TX_paternal_00021325,TX_maternal_00019547,TX_paternal_00021325,X,Y,188823515,109266203,188826429,109269587,1549,4,32,8,36,39,30,82,11,9,8,44,28,1485,128,93,61,13,28,60,61,43,112,108,147,105
TX_maternal_00019548_TX_paternal_00021324,TX_maternal_00019548,TX_paternal_00021324,X,Y,188847889,109243796,188852429,109246117,1324,4,3,0,1,11,9,0,0,7,10,1,1,1224,22,27,11,2,0,6,0,2,20,44,32,15
TX_maternal_00019550_TX_paternal_00021322,TX_maternal_00019550,TX_paternal_00021322,X,Y,189199584,109028121,189203012,109031152,1662,1,0,2,0,0,2,0,0,2,0,0,0,1560,1,0,3,1,0,0,0,0,0,7,3,1
TX_maternal_00019551_TX_paternal_00021321,TX_maternal_00019551,TX_paternal_00021321,X,Y,189203973,109026642,189204568,109027257,591,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019553_TX_paternal_00021319,TX_maternal_00019553,TX_paternal_00021319,X,Y,189240788,108981497,189249333,108990041,2630,139,162,229,352,142,419,179,186,834,170,291,117,2630,309,277,590,133,373,121,124,170,39,184,786,549
TX_maternal_00019554_TX_paternal_00021318,TX_maternal_00019554,TX_paternal_00021318,X,Y,189316991,108944983,189319152,108947143,1903,174,201,118,424,207,133,223,446,561,97,108,178,1903,164,162,322,56,253,92,58,77,200,289,367,153
TX_maternal_00019555_TX_paternal_00021317,TX_maternal_00019555,TX_paternal_00021317,X,Y,189319672,108931777,189333939,108944865,6117,78,106,81,228,228,280,217,138,137,93,322,56,6269,301,172,492,67,150,66,108,102,333,360,477,465
TX_maternal_00019556_TX_paternal_00021316,TX_maternal_00019556,TX_paternal_00021316,X,Y,189465837,108841919,189467528,108843692,644,0,0,0,3,0,2,1,1,0,0,1,0,754,0,0,7,1,0,0,0,2,0,1,2,5
TX_maternal_00019557_TX_paternal_00021315,TX_maternal_00019557,TX_paternal_00021315,X,Y,189469839,108838093,189474796,108839697,1122,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019559_TX_paternal_00021314,TX_maternal_00019559,TX_paternal_00021314,X,Y,189476838,108772082,189489773,108777609,4142,227,455,424,1072,749,737,896,686,506,1173,460,219,3533,776,1597,927,758,1375,579,1216,1195,729,2519,1544,942
TX_maternal_00019562_TX_paternal_00021312,TX_maternal_00019562,TX_paternal_00021312,X,Y,189551990,108713427,189555796,108717254,1366,117,124,42,80,250,158,48,82,358,74,109,78,1388,177,230,379,85,329,393,140,129,269,277,486,379
TX_maternal_00019563_TX_paternal_00021310,TX_maternal_00019563,TX_paternal_00021310,X,Y,189606277,108649318,189607620,108650661,772,2,1,4,10,16,7,14,17,14,15,5,14,772,14,26,15,5,12,14,20,8,2,23,21,9
TX_maternal_00019564_TX_paternal_00021309,TX_maternal_00019564,TX_paternal_00021309,X,Y,189632244,108616927,189640190,108624466,951,0,0,0,0,0,0,0,0,0,0,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019565_TX_paternal_00021308,TX_maternal_00019565,TX_paternal_00021308,X,Y,189674894,108572971,189676886,108574963,1767,39,42,26,36,62,56,41,43,91,47,62,20,1767,185,190,204,114,132,109,186,119,172,250,367,192
TX_maternal_00019566_TX_paternal_00021306,TX_maternal_00019566,TX_paternal_00021306,X,Y,189768035,108503869,189768513,108504456,423,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019568_TX_paternal_00021304,TX_maternal_00019568,TX_paternal_00021304,X,Y,189777581,108489952,189779975,108492346,888,0,0,2,0,0,0,0,0,1,0,1,0,888,1,0,3,1,0,0,0,0,0,2,4,2
TX_maternal_00019571_TX_paternal_00021301,TX_maternal_00019571,TX_paternal_00021301,X,Y,189870206,108401959,189873776,108405529,1646,0,1,7,5,11,37,2,1,167,10,7,8,1646,551,272,558,216,396,76,107,71,762,483,620,598
TX_maternal_00019572_TX_paternal_00021300,TX_maternal_00019572,TX_paternal_00021300,X,Y,189874271,108400784,189884179,108401464,419,0,0,0,0,1,0,0,1,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019573_TX_paternal_00021299,TX_maternal_00019573,TX_paternal_00021299,X,Y,189898895,108386383,189903261,108390859,1413,25,0,8,3,23,2,1,0,2,0,2,2,1853,63,19,50,25,67,15,16,10,58,119,111,63
TX_maternal_00019574_TX_paternal_00021298,TX_maternal_00019574,TX_paternal_00021298,X,Y,189999018,108298026,190003554,108302514,1698,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019575_TX_paternal_00021297,TX_maternal_00019575,TX_paternal_00021297,X,Y,190014250,108275868,190015255,108278126,502,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,2,6,1
TX_maternal_00019577_TX_paternal_00021295,TX_maternal_00019577,TX_paternal_00021295,X,Y,190550534,107533841,190554779,107537099,778,4,5,0,6,2,4,11,1,8,16,22,8,747,12,29,29,28,2,14,10,20,12,30,59,22
TX_maternal_00019579_TX_paternal_00021292,TX_maternal_00019579,TX_paternal_00021292,X,Y,190721057,107359286,190730489,107369260,1326,0,0,0,2,0,0,0,0,0,0,0,0,1458,0,0,0,0,0,0,0,0,0,0,1,0
TX_maternal_00019581_TX_paternal_00021290,TX_maternal_00019581,TX_paternal_00021290,X,Y,190750099,107339022,190750930,107339838,504,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019583_TX_paternal_00021287,TX_maternal_00019583,TX_paternal_00021287,X,Y,190755677,107324831,190764938,107330590,4208,31,33,48,76,244,73,74,237,62,30,240,15,2591,513,675,582,677,871,637,529,187,379,981,1381,726
TX_maternal_00019584_TX_paternal_00021286,TX_maternal_00019584,TX_paternal_00021286,X,Y,190927085,107199389,190927801,107200157,303,0,0,0,0,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019587_TX_paternal_00021285,TX_maternal_00019587,TX_paternal_00021285,X,Y,190935328,107186344,190936378,107187277,648,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019588_TX_paternal_00021284,TX_maternal_00019588,TX_paternal_00021284,X,Y,191080575,107019736,191090810,107022718,1292,157,145,94,347,196,394,442,465,263,186,171,130,1347,106,258,414,55,194,92,95,83,38,292,584,278
TX_maternal_00019589_TX_paternal_00021283,TX_maternal_00019589,TX_paternal_00021283,X,Y,191117851,106983195,191123193,106988524,2188,278,33,1071,1016,1977,392,591,975,995,24,1059,26,2271,1371,1205,1033,375,561,796,296,155,122,828,1397,1987
TX_maternal_00019591_TX_paternal_00021281,TX_maternal_00019591,TX_paternal_00021281,X,Y,191160261,106969236,191162245,106972862,382,7,0,0,0,13,4,2,0,25,12,5,8,1362,33,42,49,0,24,10,4,0,36,57,59,53
TX_maternal_00019592_TX_paternal_00021280,TX_maternal_00019592,TX_paternal_00021280,X,Y,191163941,106967885,191165597,106969022,1656,0,0,7,7,5,3,0,1,16,5,0,2,1137,14,10,13,12,14,19,4,0,29,23,36,18
TX_maternal_00019595_TX_paternal_00021277,TX_maternal_00019595,TX_paternal_00021277,X,Y,191531025,106806952,191533170,106811060,1867,0,0,0,0,0,0,0,0,0,0,0,1,2112,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019598_TX_paternal_00021275,TX_maternal_00019598,TX_paternal_00021275,X,Y,191857904,106497139,191859953,106499189,975,5,104,1,100,152,3,0,0,129,228,2,3,975,546,400,643,167,760,658,161,294,636,319,1045,273
TX_maternal_00019603_TX_paternal_00021273,TX_maternal_00019603,TX_paternal_00021273,X,Y,192347891,106055498,192350321,106057871,823,1,2,5,2,0,139,3,3,39,1,1,48,823,100,233,157,60,237,33,157,18,51,115,461,122
TX_maternal_00019605_TX_paternal_00021272,TX_maternal_00019605,TX_paternal_00021272,X,Y,192390914,105994442,192393056,105998517,283,13,4,7,1,6,0,6,2,29,2,0,4,536,10,12,19,0,2,1,5,0,6,18,20,7
TX_maternal_00019609_TX_paternal_00021271,TX_maternal_00019609,TX_paternal_00021271,X,Y,192625191,105776720,192626073,105777618,776,1,0,3,2,3,1,5,0,3,2,0,0,798,1,4,1,0,25,1,3,1,3,16,3,3
TX_maternal_00019610_TX_paternal_00021270,TX_maternal_00019610,TX_paternal_00021270,X,Y,192763536,105648115,192764384,105648964,697,0,0,0,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019611_TX_paternal_00021269,TX_maternal_00019611,TX_paternal_00021269,X,Y,192799859,105606977,192804382,105612472,1587,8,23,12,22,11,23,11,14,2,2,1,9,1759,79,119,107,144,139,86,55,101,142,166,220,103
TX_maternal_00019612_TX_paternal_00021268,TX_maternal_00019612,TX_paternal_00021268,X,Y,192803823,105606227,192806178,105608583,1370,35,57,68,154,195,68,145,114,168,74,99,50,1370,54,54,68,0,2,34,1,1,4,73,115,39
TX_maternal_00019613_TX_paternal_00021267,TX_maternal_00019613,TX_paternal_00021267,X,Y,192816304,105560940,192818445,105563834,768,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,1,0,0,0,0
TX_maternal_00019614_TX_paternal_00021266,TX_maternal_00019614,TX_paternal_00021266,X,Y,192820069,105557591,192822539,105560054,1399,3,8,23,13,31,9,7,8,29,7,21,7,1399,28,33,16,30,31,33,14,5,55,69,102,56
TX_maternal_00019615_TX_paternal_00021265,TX_maternal_00019615,TX_paternal_00021265,X,Y,192825514,105468326,192859594,105471403,1350,27,147,163,75,165,73,151,160,79,58,197,39,1086,278,305,288,244,280,203,158,80,296,641,414,338
TX_maternal_00019616_TX_paternal_00021264,TX_maternal_00019616,TX_paternal_00021264,X,Y,192860888,105463856,192864606,105467564,2493,56,52,60,315,110,182,59,89,274,113,96,90,2493,231,275,410,160,174,92,86,72,225,380,576,316
TX_maternal_00019618_TX_paternal_00021263,TX_maternal_00019618,TX_paternal_00021263,X,Y,192889461,105459703,192892195,105462439,1327,8,60,8,0,5,127,116,7,9,64,3,5,1246,241,82,279,233,198,114,34,125,283,145,342,205
TX_maternal_00019619_TX_paternal_00021258,TX_maternal_00019619,TX_paternal_00021258,X,Y,193042538,105194004,193044580,105195564,387,0,0,0,0,0,0,0,2,0,0,0,0,417,1,0,8,2,2,4,0,2,0,2,7,2
TX_maternal_00019620_TX_paternal_00021259,TX_maternal_00019620,TX_paternal_00021259,X,Y,193066778,105206453,193073885,105208435,1473,3,0,14,6,1,4,0,2,3,3,1,0,1233,19,13,10,4,4,30,0,2,21,3,25,17
TX_maternal_00019621_TX_paternal_00021257,TX_maternal_00019621,TX_paternal_00021257,X,Y,193172227,105132674,193178789,105138257,2270,122,232,111,262,288,410,524,267,259,296,158,118,1904,325,162,499,336,547,425,198,254,328,168,720,451
TX_maternal_00019622_TX_paternal_00021255,TX_maternal_00019622,TX_paternal_00021255,X,Y,193203906,105112709,193206794,105114816,1815,0,0,0,0,0,0,0,0,1,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019623_TX_paternal_00021254,TX_maternal_00019623,TX_paternal_00021254,X,Y,193218998,105098458,193227103,105102845,3567,10,1,3,0,4,0,4,8,7,2,5,2,3024,8,25,11,0,24,8,8,21,30,13,38,8
TX_maternal_00019624_TX_paternal_00021253,TX_maternal_00019624,TX_paternal_00021253,X,Y,193224019,105093965,193227884,105097813,2703,59,87,55,50,114,74,75,104,133,70,123,44,2697,176,194,147,101,99,87,84,85,90,65,245,257
TX_maternal_00019625_TX_paternal_00021251,TX_maternal_00019625,TX_paternal_00021251,X,Y,193324980,105045222,193327258,105046857,1773,5,3,9,12,28,18,3,4,31,29,17,9,1635,27,27,41,16,38,21,4,9,30,29,53,30
TX_maternal_00019629_TX_paternal_00021250,TX_maternal_00019629,TX_paternal_00021250,X,Y,193449846,104929521,193452416,104931706,1775,0,1,3,1,2,2,8,11,0,2,1,4,1623,4,3,12,2,5,5,5,11,2,11,30,1
TX_maternal_00019632_TX_paternal_00021249,TX_maternal_00019632,TX_paternal_00021249,X,Y,194344297,104160953,194369955,104164415,1611,0,0,0,0,0,0,0,1,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019636_TX_paternal_00021244,TX_maternal_00019636,TX_paternal_00021244,X,Y,194620236,103869309,194805406,103872266,457,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,1,0,0
TX_maternal_00019637_TX_paternal_00021239,TX_maternal_00019637,TX_paternal_00021239,X,Y,195015463,103403002,195016134,103403842,586,21,6,15,5,37,41,4,5,68,59,28,28,670,74,37,99,42,135,23,12,16,129,411,160,236
TX_maternal_00019638_TX_paternal_00021238,TX_maternal_00019638,TX_paternal_00021238,X,Y,195262777,103163046,195270695,103171139,1459,23,39,22,41,69,64,11,34,50,20,36,41,1327,28,16,100,23,6,10,3,1,5,38,103,91
TX_maternal_00019639_TX_paternal_00021237,TX_maternal_00019639,TX_paternal_00021237,X,Y,195280915,103159850,195288481,103161581,1041,0,0,0,0,0,1,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019643_TX_paternal_00021234,TX_maternal_00019643,TX_paternal_00021234,X,Y,195370677,103072105,195377487,103081908,1136,34,34,36,72,48,148,156,161,161,5,62,33,1526,928,851,1229,752,646,632,691,576,729,494,1543,993
TX_maternal_00019644_TX_paternal_00021233,TX_maternal_00019644,TX_paternal_00021233,X,Y,195439934,102991324,195445434,102996686,1257,29,17,25,17,50,17,12,2,73,24,21,4,1188,13,24,34,1,2,0,0,1,5,63,59,63
TX_maternal_00019647_TX_paternal_00021232,TX_maternal_00019647,TX_paternal_00021232,X,Y,195676678,102752627,195680350,102755770,1395,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019648_TX_paternal_00021231,TX_maternal_00019648,TX_paternal_00021231,X,Y,195700462,102727430,195704262,102732324,1624,0,1,0,0,2,0,0,0,0,0,2,0,2092,0,2,2,2,1,0,0,1,1,2,0,0
TX_maternal_00019651_TX_paternal_00021228,TX_maternal_00019651,TX_paternal_00021228,X,Y,195857535,102525564,195861200,102530723,1760,232,202,108,175,413,204,382,598,339,87,128,108,1732,184,462,212,118,406,100,397,279,82,136,613,280
TX_maternal_00019652_TX_paternal_00021227,TX_maternal_00019652,TX_paternal_00021227,X,Y,195884695,102482745,195886674,102484734,1511,0,0,0,0,0,0,0,0,1,0,0,0,1511,0,0,0,0,0,0,0,0,0,0,3,0
TX_maternal_00019655_TX_paternal_00021225,TX_maternal_00019655,TX_paternal_00021225,X,Y,195965674,102384974,195970466,102389766,2317,0,1,0,0,1,1,0,0,1,0,1,3,2239,1,0,0,7,2,0,0,3,2,0,0,3
TX_maternal_00019658_TX_paternal_00021224,TX_maternal_00019658,TX_paternal_00021224,X,Y,196044221,102344605,196046491,102347157,986,5,8,25,4,19,11,14,5,12,0,25,8,993,63,20,30,51,39,66,60,16,80,60,217,92
TX_maternal_00019660_TX_paternal_00021221,TX_maternal_00019660,TX_paternal_00021221,X,Y,196288660,102094578,196289730,102095876,552,55,164,131,149,91,92,114,57,46,43,144,91,1182,233,228,232,79,62,147,26,15,40,119,322,170
TX_maternal_00019662_TX_paternal_00021219,TX_maternal_00019662,TX_paternal_00021219,X,Y,196402852,102000316,196404094,102036504,551,160,178,58,148,228,151,208,158,315,66,345,35,391,106,86,300,107,106,119,165,86,7,314,192,201
TX_maternal_00019663_TX_paternal_00021218,TX_maternal_00019663,TX_paternal_00021218,X,Y,196413453,101964777,196415495,101966828,1400,42,68,0,32,57,0,89,77,133,144,151,9,1400,29,35,134,19,14,17,29,16,6,61,56,46
TX_maternal_00019664_TX_paternal_00021217,TX_maternal_00019664,TX_paternal_00021217,X,Y,196426761,101950982,196429399,101953463,1736,0,1,0,0,37,0,0,0,2,0,59,0,1642,23,20,46,19,11,10,38,35,40,47,11,29
TX_maternal_00019665_TX_paternal_00021215,TX_maternal_00019665,TX_paternal_00021215,X,Y,196444019,101939726,196448110,101943829,1378,0,294,299,627,1102,395,640,7,88,341,468,263,1378,604,370,220,66,2,286,61,339,595,467,504,215
TX_maternal_00019668_TX_paternal_00021213,TX_maternal_00019668,TX_paternal_00021213,X,Y,196478415,101918126,196481320,101921038,1638,3,151,304,384,680,150,31,6,61,186,250,195,1638,504,200,485,240,0,258,14,55,1329,258,350,587
TX_maternal_00019669_TX_paternal_00021212,TX_maternal_00019669,TX_paternal_00021212,X,Y,196486875,101842379,196490241,101847581,765,12,18,1,10,28,24,14,0,71,1,23,0,1383,80,60,94,55,96,45,33,41,18,100,205,100
TX_maternal_00019670_TX_paternal_00021211,TX_maternal_00019670,TX_paternal_00021211,X,Y,196602061,101709322,196603533,101710943,1283,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019671_TX_paternal_00021210,TX_maternal_00019671,TX_paternal_00021210,X,Y,196639751,101694949,196645924,101702030,710,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019673_TX_paternal_00021208,TX_maternal_00019673,TX_paternal_00021208,X,Y,196735759,101580895,196738373,101583509,2303,4,11,93,43,38,58,34,41,65,6,25,32,2303,50,54,408,84,22,58,79,46,154,62,194,86
TX_maternal_00019674_TX_paternal_00021207,TX_maternal_00019674,TX_paternal_00021207,X,Y,196740503,101571396,196741157,101572544,357,0,1,0,2,0,5,3,2,3,1,3,6,372,0,0,0,3,0,0,5,0,0,0,0,9
TX_maternal_00019675_TX_paternal_00021204,TX_maternal_00019675,TX_paternal_00021204,X,Y,196826773,101480927,196830583,101484833,787,1,0,0,0,0,0,0,0,1,0,1,1,675,75,94,99,0,0,0,0,0,0,117,27,101
TX_maternal_00019676_TX_paternal_00021203,TX_maternal_00019676,TX_paternal_00021203,X,Y,196864976,101440367,196866602,101441991,807,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019677_TX_paternal_00021197,TX_maternal_00019677,TX_paternal_00021197,X,Y,197091272,101215206,197094368,101218282,1278,15,34,1,27,70,50,63,4,49,58,53,4,1272,35,79,141,85,29,16,30,105,10,102,90,94
TX_maternal_00019678_TX_paternal_00021196,TX_maternal_00019678,TX_paternal_00021196,X,Y,197100988,101206631,197102203,101207846,847,2,98,6,93,6,479,3,2,3,2,7,5,847,529,381,281,264,407,206,329,736,470,254,677,567
TX_maternal_00019679_TX_paternal_00021195,TX_maternal_00019679,TX_paternal_00021195,X,Y,197103000,101204824,197104011,101205834,508,72,72,143,253,212,175,89,136,391,45,114,92,502,29,29,46,1,0,1,1,1,1,18,48,33
TX_maternal_00019680_TX_paternal_00021191,TX_maternal_00019680,TX_paternal_00021191,X,Y,197531424,100797725,197535440,100801937,2441,356,5,335,221,436,495,47,228,410,273,631,625,2646,674,1080,709,573,788,310,217,185,219,598,1200,816
TX_maternal_00019681_TX_paternal_00021190,TX_maternal_00019681,TX_paternal_00021190,X,Y,197536268,100795570,197537674,100797677,1113,115,13,180,25,37,19,29,23,256,148,49,24,908,73,165,86,128,121,74,126,95,1,117,302,197
TX_maternal_00019684_TX_paternal_00021184,TX_maternal_00019684,TX_paternal_00021184,X,Y,197619065,100726082,197627529,100737106,1609,27,13,24,65,52,52,53,36,81,50,31,18,1641,77,97,89,23,66,54,47,68,21,136,199,98
TX_maternal_00019685_TX_paternal_00021181,TX_maternal_00019685,TX_paternal_00021181,X,Y,197968747,100469466,197970557,100471271,1255,8,9,10,14,5,5,8,18,10,7,0,0,1260,29,59,25,22,22,14,25,11,29,57,66,12
TX_maternal_00019686_TX_paternal_00021177,TX_maternal_00019686,TX_paternal_00021177,X,Y,198091726,100305942,198093737,100330146,1349,0,0,0,0,0,0,0,0,0,3,0,0,1427,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019687_TX_paternal_00021176,TX_maternal_00019687,TX_paternal_00021176,X,Y,198354105,100110286,198355086,100111319,691,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019690_TX_paternal_00021174,TX_maternal_00019690,TX_paternal_00021174,X,Y,198595860,99839361,198598492,99842940,606,5,19,82,44,69,53,42,36,46,25,58,11,729,35,22,10,1,12,6,14,3,11,29,44,15
TX_maternal_00019691_TX_paternal_00021173,TX_maternal_00019691,TX_paternal_00021173,X,Y,198641497,99780175,198644254,99782934,1625,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00019692_TX_paternal_00021171,TX_maternal_00019692,TX_paternal_00021171,X,Y,198769820,99637381,198799545,99640326,771,18,39,23,11,71,34,45,10,62,12,20,17,727,87,70,56,58,90,38,55,41,64,87,156,150
